id	multiplicon	genome	list	first	last	order
7253	3627	atroviride	contig_1	Tatro_000013-T1	Tatro_000013-T1	0
7254	3627	reesei	CP016232.1	mRNA_7505	mRNA_7505	1
7255	3628	atroviride	contig_1	Tatro_000013-T1	Tatro_000013-T1	0
7256	3628	reesei	CP016232.1	mRNA_7505	mRNA_7505	1
7257	3629	reesei	CP016234.1	mRNA_1586	mRNA_1570	0
7258	3629	atroviride	contig_2	Tatro_003518-T1	Tatro_003519-T1	1
7259	3630	reesei	CP016233.1	mRNA_6421	mRNA_6403	0
7260	3630	atroviride	contig_1	Tatro_001293-T1	Tatro_001294-T1	1
7261	3631	atroviride	contig_10	Tatro_002526-T1	Tatro_002527-T1	0
7262	3631	reesei	CP016232.1	mRNA_5162	mRNA_5142	1
7263	3632	atroviride	contig_10	Tatro_002412-T1	Tatro_002414-T1	0
7264	3632	atroviride	contig_1	Tatro_001590-T1	Tatro_001592-T1	1
7265	3633	atroviride	contig_10	Tatro_002412-T1	Tatro_002414-T1	0
7266	3633	atroviride	contig_1	Tatro_001590-T1	Tatro_001592-T1	1
7267	3634	atroviride	contig_9	Tatro_011618-T1	Tatro_011619-T1	0
7268	3634	reesei	CP016235.1	mRNA_3198	mRNA_3219	1
7269	3635	atroviride	contig_8	Tatro_011094-T1	Tatro_011095-T1	0
7270	3635	reesei	CP016237.1	mRNA_5634	mRNA_5650	1
7271	3636	atroviride	contig_5	Tatro_009037-T1	Tatro_009039-T1	0
7272	3636	reesei	CP016238.1	mRNA_2603	mRNA_2578	1
7273	3637	atroviride	contig_5	Tatro_008586-T1	Tatro_008588-T1	0
7274	3637	reesei	CP016236.1	mRNA_8753	mRNA_8755	1
7275	3638	atroviride	contig_4	Tatro_007666-T1	Tatro_007667-T1	0
7276	3638	atroviride	contig_3	Tatro_006493-T1	Tatro_006494-T1	1
7277	3639	atroviride	contig_3	Tatro_006246-T1	Tatro_006247-T1	0
7278	3639	reesei	CP016232.1	mRNA_4634	mRNA_4628	1
7279	3640	atroviride	contig_3	Tatro_005079-T1	Tatro_005080-T1	0
7280	3640	reesei	CP016232.1	mRNA_6891	mRNA_6881	1
7281	3641	atroviride	contig_2	Tatro_004547-T1	Tatro_004548-T1	0
7282	3641	reesei	CP016232.1	mRNA_5162	mRNA_5142	1
7283	3642	reesei	CP016238.1	mRNA_7030	mRNA_7008	0
7284	3642	atroviride	contig_4	Tatro_007636-T1	Tatro_007639-T1	1
7285	3643	reesei	CP016238.1	mRNA_8124	mRNA_8114	0
7286	3643	atroviride	contig_4	Tatro_007491-T1	Tatro_007493-T1	1
7287	3644	reesei	CP016237.1	mRNA_6265	mRNA_6283	0
7288	3644	reesei	CP016235.1	mRNA_9111	mRNA_9112	1
7289	3645	reesei	CP016234.1	mRNA_4045	mRNA_4018	0
7290	3645	atroviride	contig_2	Tatro_004015-T1	Tatro_004016-T1	1
7291	3646	reesei	CP016233.1	mRNA_3003	mRNA_2942	0
7292	3646	atroviride	contig_1	Tatro_002051-T1	Tatro_002052-T1	1
7293	3647	atroviride	contig_10	Tatro_002605-T1	Tatro_002607-T1	0
7294	3647	reesei	CP016237.1	mRNA_8886	mRNA_8884	1
7295	3648	atroviride	contig_10	Tatro_002504-T1	Tatro_002506-T1	0
7296	3648	reesei	CP016237.1	mRNA_6365	mRNA_6349	1
7297	3649	atroviride	contig_10	Tatro_002585-T1	Tatro_002587-T1	0
7298	3649	atroviride	contig_10	Tatro_002315-T1	Tatro_002317-T1	1
7299	3650	atroviride	contig_10	Tatro_002320-T1	Tatro_002322-T1	0
7300	3650	atroviride	contig_6	Tatro_009683-T1	Tatro_009685-T1	1
7301	3651	atroviride	contig_9	Tatro_011994-T1	Tatro_011996-T1	0
7302	3651	atroviride	contig_6	Tatro_009683-T1	Tatro_009685-T1	1
7303	3652	atroviride	contig_8	Tatro_011351-T1	Tatro_011352-T1	0
7304	3652	atroviride	contig_5	Tatro_008447-T1	Tatro_008449-T1	1
7305	3653	atroviride	contig_7	Tatro_010317-T1	Tatro_010319-T1	0
7306	3653	atroviride	contig_2	Tatro_004547-T1	Tatro_004548-T1	1
7307	3654	atroviride	contig_3	Tatro_006165-T1	Tatro_006166-T1	0
7308	3654	reesei	CP016232.1	mRNA_3735	mRNA_3698	1
7309	3655	atroviride	contig_2	Tatro_002978-T1	Tatro_002980-T1	0
7310	3655	reesei	CP016232.1	mRNA_9170	mRNA_2953	1
7311	3656	reesei	CP016234.1	mRNA_7445	mRNA_7419	0
7312	3656	atroviride	contig_2	Tatro_004211-T1	Tatro_004213-T1	1
7313	3657	reesei	CP016234.1	mRNA_4270	mRNA_4229	0
7314	3657	atroviride	contig_2	Tatro_004003-T1	Tatro_004005-T1	1
7315	3658	reesei	CP016234.1	mRNA_6506	mRNA_6491	0
7316	3658	atroviride	contig_2	Tatro_003194-T1	Tatro_003195-T1	1
7317	3659	reesei	CP016232.1	mRNA_7307	mRNA_7335	0
7318	3659	reesei	CP016232.1	mRNA_7391	mRNA_7381	1
7319	3660	atroviride	contig_10	Tatro_002585-T1	Tatro_002587-T1	0
7320	3660	atroviride	contig_10	Tatro_002315-T1	Tatro_002317-T1	1
7321	3661	atroviride	contig_9	Tatro_011478-T1	Tatro_011479-T1	0
7322	3661	reesei	CP016235.1	mRNA_5335	mRNA_5307	1
7323	3662	atroviride	contig_9	Tatro_011994-T1	Tatro_011996-T1	0
7324	3662	atroviride	contig_8	Tatro_011433-T1	Tatro_011435-T1	1
7325	3663	atroviride	contig_9	Tatro_011994-T1	Tatro_011996-T1	0
7326	3663	atroviride	contig_8	Tatro_011433-T1	Tatro_011435-T1	1
7327	3664	atroviride	contig_9	Tatro_011994-T1	Tatro_011996-T1	0
7328	3664	atroviride	contig_6	Tatro_009683-T1	Tatro_009685-T1	1
7329	3665	atroviride	contig_9	Tatro_011994-T1	Tatro_011996-T1	0
7330	3665	atroviride	contig_5	Tatro_008884-T1	Tatro_008886-T1	1
7331	3666	atroviride	contig_9	Tatro_011994-T1	Tatro_011996-T1	0
7332	3666	atroviride	contig_2	Tatro_004633-T1	Tatro_004635-T1	1
7333	3667	atroviride	contig_7	Tatro_010692-T1	Tatro_010693-T1	0
7334	3667	reesei	CP016236.1	mRNA_2193	mRNA_2220	1
7335	3668	atroviride	contig_7	Tatro_010317-T1	Tatro_010319-T1	0
7336	3668	reesei	CP016232.1	mRNA_5162	mRNA_5142	1
7337	3669	atroviride	contig_7	Tatro_010433-T1	Tatro_010433-T1	0
7338	3669	atroviride	contig_3	Tatro_005179-T1	Tatro_005181-T1	1
7339	3670	atroviride	contig_7	Tatro_010317-T1	Tatro_010319-T1	0
7340	3670	atroviride	contig_2	Tatro_004547-T1	Tatro_004548-T1	1
7341	3671	atroviride	contig_6	Tatro_009869-T1	Tatro_009872-T1	0
7342	3671	reesei	CP016232.1	mRNA_2655	mRNA_2583	1
7343	3672	atroviride	contig_3	Tatro_005246-T1	Tatro_005248-T1	0
7344	3672	reesei	CP016232.1	mRNA_8148	mRNA_8142	1
7345	3673	atroviride	contig_3	Tatro_005179-T1	Tatro_005181-T1	0
7346	3673	atroviride	contig_1	Tatro_000891-T1	Tatro_000891-T1	1
7347	3674	reesei	CP016238.1	mRNA_7172	mRNA_7159	0
7348	3674	atroviride	contig_4	Tatro_007627-T1	Tatro_007630-T1	1
7349	3675	reesei	CP016238.1	mRNA_7172	mRNA_7159	0
7350	3675	atroviride	contig_4	Tatro_007627-T1	Tatro_007630-T1	1
7351	3676	reesei	CP016238.1	mRNA_8321	mRNA_8312	0
7352	3676	atroviride	contig_4	Tatro_007443-T1	Tatro_007445-T1	1
7353	3677	reesei	CP016238.1	mRNA_1106	mRNA_942	0
7354	3677	atroviride	contig_4	Tatro_007191-T1	Tatro_007194-T1	1
7355	3678	reesei	CP016234.1	mRNA_7563	mRNA_7554	0
7356	3678	atroviride	contig_2	Tatro_003720-T1	Tatro_003722-T1	1
7357	3679	reesei	CP016234.1	mRNA_7563	mRNA_7554	0
7358	3679	atroviride	contig_2	Tatro_003720-T1	Tatro_003722-T1	1
7359	3680	reesei	CP016233.1	mRNA_808	mRNA_630	0
7360	3680	atroviride	contig_1	Tatro_001974-T1	Tatro_001978-T1	1
7361	3681	reesei	CP016233.1	mRNA_4445	mRNA_4391	0
7362	3681	atroviride	contig_1	Tatro_000108-T1	Tatro_000110-T1	1
7363	3682	reesei	CP016233.1	mRNA_1691	mRNA_1748	0
7364	3682	atroviride	contig_1	Tatro_000711-T1	Tatro_000712-T1	1
7365	3683	atroviride	contig_10	Tatro_002624-T1	Tatro_002626-T1	0
7366	3683	reesei	CP016232.1	mRNA_5860	mRNA_5831	1
7367	3684	atroviride	contig_10	Tatro_002526-T1	Tatro_002527-T1	0
7368	3684	reesei	CP016232.1	mRNA_5162	mRNA_5142	1
7369	3685	atroviride	contig_10	Tatro_002526-T1	Tatro_002527-T1	0
7370	3685	atroviride	contig_6	Tatro_009739-T1	Tatro_009740-T1	1
7371	3686	atroviride	contig_9	Tatro_011914-T1	Tatro_011918-T1	0
7372	3686	reesei	CP016235.1	mRNA_4729	mRNA_4663	1
7373	3687	atroviride	contig_8	Tatro_011351-T1	Tatro_011352-T1	0
7374	3687	atroviride	contig_2	Tatro_003687-T1	Tatro_003688-T1	1
7375	3688	atroviride	contig_7	Tatro_010304-T1	Tatro_010307-T1	0
7376	3688	reesei	CP016236.1	mRNA_321	mRNA_570	1
7377	3689	atroviride	contig_7	Tatro_010317-T1	Tatro_010319-T1	0
7378	3689	atroviride	contig_6	Tatro_009739-T1	Tatro_009740-T1	1
7379	3690	atroviride	contig_7	Tatro_010317-T1	Tatro_010319-T1	0
7380	3690	atroviride	contig_6	Tatro_009739-T1	Tatro_009740-T1	1
7381	3691	atroviride	contig_7	Tatro_010317-T1	Tatro_010319-T1	0
7382	3691	atroviride	contig_2	Tatro_004547-T1	Tatro_004548-T1	1
7383	3692	atroviride	contig_5	Tatro_008691-T1	Tatro_008693-T1	0
7384	3692	reesei	CP016236.1	mRNA_7798	mRNA_7815	1
7385	3693	atroviride	contig_5	Tatro_008884-T1	Tatro_008886-T1	0
7386	3693	atroviride	contig_2	Tatro_004633-T1	Tatro_004635-T1	1
7387	3694	reesei	CP016238.1	mRNA_4463	mRNA_4415	0
7388	3694	atroviride	contig_4	Tatro_007860-T1	Tatro_007863-T1	1
7389	3695	reesei	CP016233.1	mRNA_623	mRNA_446	0
7390	3695	atroviride	contig_1	Tatro_001905-T1	Tatro_001910-T1	1
7391	3696	reesei	CP016233.1	mRNA_1892	mRNA_1821	0
7392	3696	atroviride	contig_1	Tatro_001124-T1	Tatro_001127-T1	1
7393	3697	atroviride	contig_8	Tatro_011351-T1	Tatro_011352-T1	0
7394	3697	atroviride	contig_2	Tatro_003687-T1	Tatro_003688-T1	1
7395	3698	atroviride	contig_7	Tatro_010296-T1	Tatro_010297-T1	0
7396	3698	atroviride	contig_3	Tatro_006336-T1	Tatro_006338-T1	1
7397	3699	atroviride	contig_5	Tatro_008702-T1	Tatro_008706-T1	0
7398	3699	reesei	CP016236.1	mRNA_7889	mRNA_7924	1
7399	3700	atroviride	contig_3	Tatro_005316-T1	Tatro_005317-T1	0
7400	3700	atroviride	contig_2	Tatro_002985-T1	Tatro_002987-T1	1
7401	3701	atroviride	contig_2	Tatro_003115-T1	Tatro_003117-T1	0
7402	3701	reesei	CP016232.1	mRNA_5402	mRNA_5362	1
7403	3702	reesei	CP016234.1	mRNA_8504	mRNA_8497	0
7404	3702	atroviride	contig_2	Tatro_003417-T1	Tatro_003419-T1	1
7405	3703	reesei	CP016233.1	mRNA_3649	mRNA_3555	0
7406	3703	atroviride	contig_1	Tatro_001813-T1	Tatro_001816-T1	1
7407	3704	atroviride	contig_8	Tatro_010859-T1	Tatro_010861-T1	0
7408	3704	reesei	CP016235.1	mRNA_312	mRNA_141	1
7409	3705	atroviride	contig_8	Tatro_010859-T1	Tatro_010861-T1	0
7410	3705	reesei	CP016235.1	mRNA_312	mRNA_141	1
7411	3706	atroviride	contig_6	Tatro_009739-T1	Tatro_009740-T1	0
7412	3706	atroviride	contig_2	Tatro_004547-T1	Tatro_004548-T1	1
7413	3707	reesei	CP016238.1	mRNA_4695	mRNA_4647	0
7414	3707	atroviride	contig_4	Tatro_007839-T1	Tatro_007841-T1	1
7415	3708	reesei	CP016238.1	mRNA_6651	mRNA_6636	0
7416	3708	atroviride	contig_4	Tatro_007661-T1	Tatro_007664-T1	1
7417	3709	reesei	CP016237.1	mRNA_2171	mRNA_2038	0
7418	3709	atroviride	contig_3	Tatro_005797-T1	Tatro_005802-T1	1
7419	3710	reesei	CP016234.1	mRNA_2184	mRNA_2092	0
7420	3710	atroviride	contig_2	Tatro_004615-T1	Tatro_004618-T1	1
7421	3711	atroviride	contig_6	Tatro_009706-T1	Tatro_009708-T1	0
7422	3711	atroviride	contig_5	Tatro_008628-T1	Tatro_008631-T1	1
7423	3712	reesei	CP016235.1	mRNA_640	mRNA_476	0
7424	3712	atroviride	contig_1	Tatro_001595-T1	Tatro_001599-T1	1
7425	3713	atroviride	contig_8	Tatro_011171-T1	Tatro_011174-T1	0
7426	3713	reesei	CP016237.1	mRNA_5779	mRNA_5847	1
7427	3714	reesei	CP016237.1	mRNA_2198	mRNA_2038	0
7428	3714	atroviride	contig_3	Tatro_005796-T1	Tatro_005802-T1	1
7429	3715	reesei	CP016237.1	mRNA_8844	mRNA_8843	0
7430	3715	atroviride	contig_3	Tatro_006496-T1	Tatro_006499-T1	1
7431	3716	reesei	CP016234.1	mRNA_7860	mRNA_7836	0
7432	3716	atroviride	contig_2	Tatro_003675-T1	Tatro_003677-T1	1
7433	3717	reesei	CP016234.1	mRNA_1143	mRNA_1068	0
7434	3717	atroviride	contig_2	Tatro_002871-T1	Tatro_002873-T1	1
7435	3718	atroviride	contig_9	Tatro_011886-T1	Tatro_011890-T1	0
7436	3718	reesei	CP016235.1	mRNA_4591	mRNA_4527	1
7437	3719	atroviride	contig_8	Tatro_011469-T1	Tatro_011472-T1	0
7438	3719	reesei	CP016237.1	mRNA_1541	mRNA_1626	1
7439	3720	atroviride	contig_8	Tatro_011275-T1	Tatro_011280-T1	0
7440	3720	reesei	CP016237.1	mRNA_8838	mRNA_8832	1
7441	3721	atroviride	contig_8	Tatro_011068-T1	Tatro_011071-T1	0
7442	3721	reesei	CP016237.1	mRNA_5093	mRNA_5121	1
7443	3722	atroviride	contig_7	Tatro_010311-T1	Tatro_010316-T1	0
7444	3722	reesei	CP016236.1	mRNA_2342	mRNA_2452	1
7445	3723	atroviride	contig_3	Tatro_005486-T1	Tatro_005491-T1	0
7446	3723	reesei	CP016232.1	mRNA_7364	mRNA_7402	1
7447	3724	atroviride	contig_3	Tatro_005354-T1	Tatro_005357-T1	0
7448	3724	reesei	CP016232.1	mRNA_8191	mRNA_8210	1
7449	3725	atroviride	contig_3	Tatro_005139-T1	Tatro_005142-T1	0
7450	3725	reesei	CP016232.1	mRNA_7353	mRNA_7327	1
7451	3726	reesei	CP016234.1	mRNA_7743	mRNA_7703	0
7452	3726	atroviride	contig_2	Tatro_004190-T1	Tatro_004194-T1	1
7453	3727	atroviride	contig_9	Tatro_011630-T1	Tatro_011636-T1	0
7454	3727	reesei	CP016235.1	mRNA_3006	mRNA_3183	1
7455	3728	atroviride	contig_6	Tatro_009473-T1	Tatro_009480-T1	0
7456	3728	reesei	CP016233.1	mRNA_3685	mRNA_3787	1
7457	3729	atroviride	contig_10	Tatro_002389-T1	Tatro_002396-T1	0
7458	3729	reesei	CP016237.1	mRNA_7107	mRNA_7034	1
7459	3730	reesei	CP016233.1	mRNA_5668	mRNA_5591	0
7460	3730	atroviride	contig_1	Tatro_000362-T1	Tatro_000367-T1	1
7461	3731	atroviride	contig_7	Tatro_010783-T1	Tatro_010787-T1	0
7462	3731	reesei	CP016237.1	mRNA_4589	mRNA_4705	1
7463	3732	reesei	CP016233.1	mRNA_5668	mRNA_5591	0
7464	3732	atroviride	contig_1	Tatro_000362-T1	Tatro_000367-T1	1
7465	3733	atroviride	contig_7	Tatro_010688-T1	Tatro_010693-T1	0
7466	3733	reesei	CP016236.1	mRNA_2088	mRNA_2220	1
7467	3734	atroviride	contig_7	Tatro_010204-T1	Tatro_010209-T1	0
7468	3734	reesei	CP016236.1	mRNA_745	mRNA_16	1
7469	3735	atroviride	contig_6	Tatro_009485-T1	Tatro_009494-T1	0
7470	3735	reesei	CP016235.1	mRNA_8301	mRNA_8334	1
7471	3736	atroviride	contig_3	Tatro_005575-T1	Tatro_005580-T1	0
7472	3736	reesei	CP016232.1	mRNA_6613	mRNA_6648	1
7473	3737	reesei	CP016238.1	mRNA_1540	mRNA_1327	0
7474	3737	atroviride	contig_4	Tatro_006954-T1	Tatro_006962-T1	1
7475	3738	reesei	CP016234.1	mRNA_7948	mRNA_7923	0
7476	3738	atroviride	contig_2	Tatro_004148-T1	Tatro_004153-T1	1
7477	3739	reesei	CP016234.1	mRNA_6770	mRNA_6703	0
7478	3739	atroviride	contig_2	Tatro_003813-T1	Tatro_003822-T1	1
7479	3740	atroviride	contig_5	Tatro_008234-T1	Tatro_008240-T1	0
7480	3740	reesei	CP016236.1	mRNA_8082	mRNA_8110	1
7481	3741	atroviride	contig_4	Tatro_007390-T1	Tatro_007392-T1	0
7482	3741	reesei	CP016232.1	mRNA_559	mRNA_635	1
7483	3742	atroviride	contig_3	Tatro_006198-T1	Tatro_006205-T1	0
7484	3742	reesei	CP016232.1	mRNA_3070	mRNA_2912	1
7485	3743	reesei	CP016235.1	mRNA_9011	mRNA_9018	0
7486	3743	atroviride	contig_3	Tatro_006014-T1	Tatro_006021-T1	1
7487	3744	atroviride	contig_7	Tatro_010370-T1	Tatro_010376-T1	0
7488	3744	reesei	CP016236.1	mRNA_1067	mRNA_1249	1
7489	3745	atroviride	contig_3	Tatro_005599-T1	Tatro_005604-T1	0
7490	3745	reesei	CP016232.1	mRNA_6293	mRNA_6344	1
7491	3746	reesei	CP016238.1	mRNA_6458	mRNA_6388	0
7492	3746	atroviride	contig_4	Tatro_007693-T1	Tatro_007703-T1	1
7493	3747	atroviride	contig_2	Tatro_003024-T1	Tatro_003030-T1	0
7494	3747	reesei	CP016232.1	mRNA_4172	mRNA_3976	1
7495	3748	reesei	CP016238.1	mRNA_9134	mRNA_3621	0
7496	3748	atroviride	contig_4	Tatro_007899-T1	Tatro_007912-T1	1
7497	3749	reesei	CP016238.1	mRNA_8399	mRNA_8344	0
7498	3749	atroviride	contig_3	Tatro_004854-T1	Tatro_004864-T1	1
7499	3750	atroviride	contig_10	Tatro_002611-T1	Tatro_002612-T1	0
7500	3750	atroviride	contig_2	Tatro_003040-T1	Tatro_003042-T1	1
7501	3751	reesei	CP016235.1	mRNA_4801	mRNA_4621	0
7502	3751	atroviride	contig_1	Tatro_000147-T1	Tatro_000156-T1	1
7503	3752	atroviride	contig_6	Tatro_009832-T1	Tatro_009840-T1	0
7504	3752	reesei	CP016232.1	mRNA_3325	mRNA_3148	1
7505	3753	reesei	CP016238.1	mRNA_3724	mRNA_3537	0
7506	3753	atroviride	contig_4	Tatro_007072-T1	Tatro_007082-T1	1
7507	3754	atroviride	contig_9	Tatro_011605-T1	Tatro_011615-T1	0
7508	3754	reesei	CP016235.1	mRNA_3357	mRNA_3503	1
7509	3755	atroviride	contig_7	Tatro_010186-T1	Tatro_010191-T1	0
7510	3755	reesei	CP016236.1	mRNA_702	mRNA_996	1
7511	3756	atroviride	contig_5	Tatro_008110-T1	Tatro_008110-T1	0
7512	3756	reesei	CP016233.1	mRNA_6790	mRNA_6790	1
7513	3757	reesei	CP016238.1	mRNA_8104	mRNA_8074	0
7514	3757	atroviride	contig_4	Tatro_007496-T1	Tatro_007503-T1	1
7515	3758	atroviride	contig_10	Tatro_002511-T1	Tatro_002522-T1	0
7516	3758	reesei	CP016232.1	mRNA_6863	mRNA_6753	1
7517	3759	atroviride	contig_5	Tatro_008712-T1	Tatro_008723-T1	0
7518	3759	reesei	CP016236.1	mRNA_6028	mRNA_6214	1
7519	3760	reesei	CP016238.1	mRNA_3941	mRNA_3941	0
7520	3760	reesei	CP016238.1	mRNA_4347	mRNA_4347	1
7521	3761	reesei	CP016238.1	mRNA_3941	mRNA_3941	0
7522	3761	reesei	CP016238.1	mRNA_4347	mRNA_4347	1
7523	3762	reesei	CP016238.1	mRNA_4198	mRNA_4198	0
7524	3762	reesei	CP016236.1	mRNA_1234	mRNA_1234	1
7525	3763	reesei	CP016238.1	mRNA_4198	mRNA_4198	0
7526	3763	reesei	CP016236.1	mRNA_1234	mRNA_1234	1
7527	3764	reesei	CP016238.1	mRNA_199	mRNA_199	0
7528	3764	reesei	CP016236.1	mRNA_8738	mRNA_8738	1
7529	3765	reesei	CP016238.1	mRNA_199	mRNA_199	0
7530	3765	reesei	CP016236.1	mRNA_8738	mRNA_8738	1
7531	3766	reesei	CP016238.1	mRNA_3564	mRNA_3564	0
7532	3766	reesei	CP016234.1	mRNA_2184	mRNA_2184	1
7533	3767	reesei	CP016238.1	mRNA_3564	mRNA_3564	0
7534	3767	reesei	CP016234.1	mRNA_2184	mRNA_2184	1
7535	3768	reesei	CP016238.1	mRNA_714	mRNA_714	0
7536	3768	reesei	CP016234.1	mRNA_488	mRNA_488	1
7537	3769	reesei	CP016238.1	mRNA_714	mRNA_714	0
7538	3769	reesei	CP016234.1	mRNA_488	mRNA_488	1
7539	3770	reesei	CP016238.1	mRNA_1683	mRNA_1683	0
7540	3770	reesei	CP016233.1	mRNA_3026	mRNA_3026	1
7541	3771	reesei	CP016238.1	mRNA_1683	mRNA_1683	0
7542	3771	reesei	CP016233.1	mRNA_3026	mRNA_3026	1
7543	3772	reesei	CP016238.1	mRNA_2333	mRNA_2333	0
7544	3772	atroviride	contig_4	Tatro_007997-T1	Tatro_007997-T1	1
7545	3773	reesei	CP016238.1	mRNA_5697	mRNA_5697	0
7546	3773	atroviride	contig_4	Tatro_007782-T1	Tatro_007782-T1	1
7547	3774	reesei	CP016238.1	mRNA_6794	mRNA_6794	0
7548	3774	atroviride	contig_4	Tatro_007640-T1	Tatro_007640-T1	1
7549	3775	reesei	CP016238.1	mRNA_6794	mRNA_6794	0
7550	3775	atroviride	contig_4	Tatro_007640-T1	Tatro_007640-T1	1
7551	3776	reesei	CP016238.1	mRNA_3941	mRNA_3941	0
7552	3776	atroviride	contig_4	Tatro_007139-T1	Tatro_007139-T1	1
7553	3777	reesei	CP016238.1	mRNA_3941	mRNA_3941	0
7554	3777	atroviride	contig_4	Tatro_007139-T1	Tatro_007139-T1	1
7555	3778	reesei	CP016238.1	mRNA_4347	mRNA_4347	0
7556	3778	atroviride	contig_4	Tatro_007139-T1	Tatro_007139-T1	1
7557	3779	reesei	CP016238.1	mRNA_4347	mRNA_4347	0
7558	3779	atroviride	contig_4	Tatro_007139-T1	Tatro_007139-T1	1
7559	3780	reesei	CP016238.1	mRNA_2333	mRNA_2333	0
7560	3780	atroviride	contig_3	Tatro_006599-T1	Tatro_006599-T1	1
7561	3781	reesei	CP016238.1	mRNA_8447	mRNA_8437	0
7562	3781	atroviride	contig_3	Tatro_004873-T1	Tatro_004876-T1	1
7563	3782	reesei	CP016238.1	mRNA_765	mRNA_765	0
7564	3782	atroviride	contig_2	Tatro_003031-T1	Tatro_003031-T1	1
7565	3783	reesei	CP016238.1	mRNA_2333	mRNA_2333	0
7566	3783	atroviride	contig_2	Tatro_002831-T1	Tatro_002831-T1	1
7567	3784	reesei	CP016238.1	mRNA_2333	mRNA_2333	0
7568	3784	atroviride	contig_2	Tatro_002831-T1	Tatro_002831-T1	1
7569	3785	reesei	CP016238.1	mRNA_7144	mRNA_7144	0
7570	3785	atroviride	contig_2	Tatro_003972-T1	Tatro_003972-T1	1
7571	3786	reesei	CP016238.1	mRNA_7144	mRNA_7144	0
7572	3786	atroviride	contig_2	Tatro_003972-T1	Tatro_003972-T1	1
7573	3787	reesei	CP016238.1	mRNA_3564	mRNA_3564	0
7574	3787	atroviride	contig_2	Tatro_004615-T1	Tatro_004615-T1	1
7575	3788	reesei	CP016238.1	mRNA_3564	mRNA_3564	0
7576	3788	atroviride	contig_2	Tatro_004615-T1	Tatro_004615-T1	1
7577	3789	reesei	CP016238.1	mRNA_1159	mRNA_1159	0
7578	3789	atroviride	contig_2	Tatro_003111-T1	Tatro_003111-T1	1
7579	3790	reesei	CP016238.1	mRNA_3184	mRNA_3184	0
7580	3790	atroviride	contig_1	Tatro_000282-T1	Tatro_000282-T1	1
7581	3791	reesei	CP016238.1	mRNA_3184	mRNA_3184	0
7582	3791	atroviride	contig_1	Tatro_000282-T1	Tatro_000282-T1	1
7583	3792	reesei	CP016238.1	mRNA_3184	mRNA_3184	0
7584	3792	atroviride	contig_1	Tatro_000282-T1	Tatro_000282-T1	1
7585	3793	reesei	CP016238.1	mRNA_3184	mRNA_3184	0
7586	3793	atroviride	contig_1	Tatro_000282-T1	Tatro_000282-T1	1
7587	3794	reesei	CP016238.1	mRNA_3184	mRNA_3184	0
7588	3794	atroviride	contig_1	Tatro_000282-T1	Tatro_000282-T1	1
7589	3795	reesei	CP016238.1	mRNA_3184	mRNA_3184	0
7590	3795	atroviride	contig_1	Tatro_000282-T1	Tatro_000282-T1	1
7591	3796	reesei	CP016238.1	mRNA_3184	mRNA_3184	0
7592	3796	atroviride	contig_1	Tatro_000282-T1	Tatro_000282-T1	1
7593	3797	reesei	CP016237.1	mRNA_8876	mRNA_8875	0
7594	3797	reesei	CP016237.1	mRNA_6265	mRNA_6283	1
7595	3798	reesei	CP016237.1	mRNA_92	mRNA_92	0
7596	3798	reesei	CP016236.1	mRNA_8770	mRNA_8770	1
7597	3799	reesei	CP016237.1	mRNA_92	mRNA_92	0
7598	3799	reesei	CP016236.1	mRNA_8770	mRNA_8770	1
7599	3800	reesei	CP016237.1	mRNA_8855	mRNA_8855	0
7600	3800	reesei	CP016235.1	mRNA_1697	mRNA_1697	1
7601	3801	reesei	CP016237.1	mRNA_8855	mRNA_8855	0
7602	3801	reesei	CP016235.1	mRNA_1697	mRNA_1697	1
7603	3802	reesei	CP016237.1	mRNA_8876	mRNA_8875	0
7604	3802	reesei	CP016235.1	mRNA_9111	mRNA_9112	1
7605	3803	reesei	CP016237.1	mRNA_1144	mRNA_1144	0
7606	3803	reesei	CP016235.1	mRNA_5379	mRNA_5379	1
7607	3804	reesei	CP016237.1	mRNA_1144	mRNA_1144	0
7608	3804	reesei	CP016235.1	mRNA_5379	mRNA_5379	1
7609	3805	reesei	CP016237.1	mRNA_92	mRNA_92	0
7610	3805	reesei	CP016235.1	mRNA_5	mRNA_5	1
7611	3806	reesei	CP016237.1	mRNA_92	mRNA_92	0
7612	3806	reesei	CP016235.1	mRNA_5	mRNA_5	1
7613	3807	reesei	CP016237.1	mRNA_8855	mRNA_8855	0
7614	3807	reesei	CP016234.1	mRNA_5813	mRNA_5813	1
7615	3808	reesei	CP016237.1	mRNA_8855	mRNA_8855	0
7616	3808	reesei	CP016234.1	mRNA_5813	mRNA_5813	1
7617	3809	reesei	CP016237.1	mRNA_157	mRNA_157	0
7618	3809	reesei	CP016233.1	mRNA_678	mRNA_678	1
7619	3810	reesei	CP016237.1	mRNA_157	mRNA_157	0
7620	3810	reesei	CP016233.1	mRNA_678	mRNA_678	1
7621	3811	reesei	CP016237.1	mRNA_157	mRNA_157	0
7622	3811	reesei	CP016233.1	mRNA_678	mRNA_678	1
7623	3812	reesei	CP016237.1	mRNA_8855	mRNA_8855	0
7624	3812	reesei	CP016233.1	mRNA_5401	mRNA_5401	1
7625	3813	reesei	CP016237.1	mRNA_8855	mRNA_8855	0
7626	3813	reesei	CP016233.1	mRNA_7167	mRNA_7167	1
